"373","IN","India","Assam","Hailakandi","91"
"374","IN","India","Assam","Hamren","91"
"375","IN","India","Assam","Hauli","91"
"376","IN","India","Assam","Hauraghat","91"
"377","IN","India","Assam","Hojai","91"
"378","IN","India","Assam","Jagiroad","91"
"379","IN","India","Assam","Jagiroad Paper Mill","91"
"380","IN","India","Assam","Jogighopa","91"
"381","IN","India","Assam","Jonai Bazar","91"
"382","IN","India","Assam","Jorhat","91"
"383","IN","India","Assam","Kampur Town","91"
"384","IN","India","Assam","Kamrup","91"
"385","IN","India","Assam","Kanakpur","91"
"386","IN","India","Assam","Karimganj","91"
"387","IN","India","Assam","Kharijapikon","91"
"388","IN","India","Assam","Kharupetia","91"
"389","IN","India","Assam","Kochpara","91"
"390","IN","India","Assam","Kokrajhar","91"
"391","IN","India","Assam","Kumar Kaibarta Gaon","91"
"392","IN","India","Assam","Lakhimpur","91"
"393","IN","India","Assam","Lakhipur","91"
"394","IN","India","Assam","Lala","91"
"395","IN","India","Assam","Lanka","91"
"396","IN","India","Assam","Lido Tikok","91"
"397","IN","India","Assam","Lido Town","91"
"398","IN","India","Assam","Lumding","91"
"399","IN","India","Assam","Lumding Railway Colony","91"
"400","IN","India","Assam","Mahur","91"
"401","IN","India","Assam","Maibong","91"
"402","IN","India","Assam","Majgaon","91"
"403","IN","India","Assam","Makum","91"
"404","IN","India","Assam","Mangaldai","91"
"405","IN","India","Assam","Mankachar","91"
"406","IN","India","Assam","Margherita","91"
"407","IN","India","Assam","Mariani","91"
"408","IN","India","Assam","Marigaon","91"
"409","IN","India","Assam","Moran","91"
"410","IN","India","Assam","Moranhat","91"
"411","IN","India","Assam","Nagaon","91"
"412","IN","India","Assam","Naharkatia","91"
"413","IN","India","Assam","Nalbari","91"
"414","IN","India","Assam","Namrup","91"
"415","IN","India","Assam","Naubaisa Gaon","91"
"416","IN","India","Assam","Nazira","91"
"417","IN","India","Assam","New Bongaigaon Railway Colony","91"
"418","IN","India","Assam","Niz-Hajo","91"
"419","IN","India","Assam","North Guwahati","91"
"420","IN","India","Assam","Numaligarh","91"
"421","IN","India","Assam","Palasbari","91"
"422","IN","India","Assam","Panchgram","91"
"423","IN","India","Assam","Pathsala","91"
"424","IN","India","Assam","Raha","91"
"425","IN","India","Assam","Rangapara","91"
"426","IN","India","Assam","Rangia","91"
"427","IN","India","Assam","Salakati","91"
"428","IN","India","Assam","Sapatgram","91"
"429","IN","India","Assam","Sarthebari","91"
"430","IN","India","Assam","Sarupathar","91"
"431","IN","India","Assam","Sarupathar Bengali","91"
"432","IN","India","Assam","Senchoagaon","91"
"433","IN","India","Assam","Sibsagar","91"
"434","IN","India","Assam","Silapathar","91"
"435","IN","India","Assam","Silchar","91"
"436","IN","India","Assam","Silchar Part-X","91"
"437","IN","India","Assam","Sonari","91"
"438","IN","India","Assam","Sorbhog","91"
"439","IN","India","Assam","Sualkuchi","91"
"440","IN","India","Assam","Tangla","91"
"441","IN","India","Assam","Tezpur","91"
"442","IN","India","Assam","Tihu","91"
"443","IN","India","Assam","Tinsukia","91"
"444","IN","India","Assam","Titabor","91"
"445","IN","India","Assam","Udalguri","91"
"446","IN","India","Assam","Umrangso","91"
"447","IN","India","Assam","Uttar Krishnapur Part-I","91"
"448","IN","India","Bihar","Amarpur","91"
"449","IN","India","Bihar","Ara","91"
"450","IN","India","Bihar","Araria","91"
"451","IN","India","Bihar","Areraj","91"
"452","IN","India","Bihar","Asarganj","91"
"453","IN","India","Bihar","Aurangabad","91"
"454","IN","India","Bihar","Bagaha","91"
"455","IN","India","Bihar","Bahadurganj","91"
"456","IN","India","Bihar","Bairgania","91"
"457","IN","India","Bihar","Bakhtiyarpur","91"
"458","IN","India","Bihar","Banka","91"
"459","IN","India","Bihar","Banmankhi","91"
"460","IN","India","Bihar","Bar Bigha","91"
"461","IN","India","Bihar","Barauli","91"
"462","IN","India","Bihar","Barauni Oil Township","91"
"463","IN","India","Bihar","Barh","91"
"464","IN","India","Bihar","Barhiya","91"
"465","IN","India","Bihar","Bariapur","91"
"466","IN","India","Bihar","Baruni","91"
"467","IN","India","Bihar","Begusarai","91"
"468","IN","India","Bihar","Behea","91"
"469","IN","India","Bihar","Belsand","91"
"470","IN","India","Bihar","Bettiah","91"
"471","IN","India","Bihar","Bhabua","91"
"472","IN","India","Bihar","Bhagalpur","91"
"473","IN","India","Bihar","Bhimnagar","91"
"474","IN","India","Bihar","Bhojpur","91"
"475","IN","India","Bihar","Bihar","91"
"476","IN","India","Bihar","Bihar Sharif","91"
"477","IN","India","Bihar","Bihariganj","91"
"478","IN","India","Bihar","Bikramganj","91"
"479","IN","India","Bihar","Birpur","91"
"480","IN","India","Bihar","Bodh Gaya","91"
"481","IN","India","Bihar","Buxar","91"
"482","IN","India","Bihar","Chakia","91"
"483","IN","India","Bihar","Chanpatia","91"
"484","IN","India","Bihar","Chhapra","91"
"485","IN","India","Bihar","Chhatapur","91"
"486","IN","India","Bihar","Colgong","91"
"487","IN","India","Bihar","Dalsingh Sarai","91"
"488","IN","India","Bihar","Darbhanga","91"
"489","IN","India","Bihar","Daudnagar","91"
"490","IN","India","Bihar","Dehri","91"
"491","IN","India","Bihar","Dhaka","91"
"492","IN","India","Bihar","Dighwara","91"
"493","IN","India","Bihar","Dinapur","91"
"494","IN","India","Bihar","Dinapur Cantonment","91"
"495","IN","India","Bihar","Dumra","91"
"496","IN","India","Bihar","Dumraon","91"
"497","IN","India","Bihar","Fatwa","91"
"498","IN","India","Bihar","Forbesganj","91"
"499","IN","India","Bihar","Gaya","91"
"500","IN","India","Bihar","Gazipur","91"
"501","IN","India","Bihar","Ghoghardiha","91"
"502","IN","India","Bihar","Gogri Jamalpur","91"
"503","IN","India","Bihar","Gopalganj","91"
"504","IN","India","Bihar","Habibpur","91"
"505","IN","India","Bihar","Hajipur","91"
"506","IN","India","Bihar","Hasanpur","91"
"507","IN","India","Bihar","Hazaribagh","91"
"508","IN","India","Bihar","Hilsa","91"
"509","IN","India","Bihar","Hisua","91"
"510","IN","India","Bihar","Islampur","91"
"511","IN","India","Bihar","Jagdispur","91"
"512","IN","India","Bihar","Jahanabad","91"
"513","IN","India","Bihar","Jamalpur","91"
"514","IN","India","Bihar","Jamhaur","91"
"515","IN","India","Bihar","Jamui","91"
"516","IN","India","Bihar","Janakpur Road","91"
"517","IN","India","Bihar","Janpur","91"
"518","IN","India","Bihar","Jaynagar","91"
"519","IN","India","Bihar","Jha Jha","91"
"520","IN","India","Bihar","Jhanjharpur","91"
"521","IN","India","Bihar","Jogbani","91"
"522","IN","India","Bihar","Kanti","91"
"523","IN","India","Bihar","Kasba","91"
"524","IN","India","Bihar","Kataiya","91"
"525","IN","India","Bihar","Katihar","91"
"526","IN","India","Bihar","Khagaria","91"
"527","IN","India","Bihar","Khagaul","91"
"528","IN","India","Bihar","Kharagpur","91"
"529","IN","India","Bihar","Khusrupur","91"
"530","IN","India","Bihar","Kishanganj","91"
"531","IN","India","Bihar","Koath","91"
"532","IN","India","Bihar","Koilwar","91"
"533","IN","India","Bihar","Lakhisarai","91"
"534","IN","India","Bihar","Lalganj","91"
"535","IN","India","Bihar","Lauthaha","91"
"536","IN","India","Bihar","Madhepura","91"
"537","IN","India","Bihar","Madhubani","91"
"538","IN","India","Bihar","Maharajganj","91"
